    0.000000  0.10000000E+001  0.00000000E+000  0.00000000E+000
    0.000000  0.10000000E+001  0.60000000E-006  0.19999340E-006
    0.000000  0.10000000E+001  0.12000000E-005  0.39994720E-006
    0.000000  0.10000000E+001  0.18000000E-005  0.59982181E-006
    0.000000  0.10000000E+001  0.24000000E-005  0.79957765E-006
    0.000000  0.10000000E+001  0.30000000E-005  0.99917518E-006
    0.000000  0.10000001E+001  0.36000001E-005  0.11985749E-005
    0.000000  0.10000001E+001  0.42000001E-005  0.13977372E-005
    0.000000  0.10000001E+001  0.48000001E-005  0.15966228E-005
    0.000000  0.10000001E+001  0.54000002E-005  0.17951923E-005
    0.000000  0.10000001E+001  0.60000003E-005  0.19934063E-005
    0.000000  0.10000002E+001  0.66000004E-005  0.21912257E-005
    0.000000  0.10000002E+001  0.72000005E-005  0.23886111E-005
    0.000000  0.10000002E+001  0.78000006E-005  0.25855236E-005
    0.000000  0.10000003E+001  0.84000008E-005  0.27819242E-005
    0.000000  0.10000003E+001  0.90000009E-005  0.29777739E-005
    0.000000  0.10000004E+001  0.96000011E-005  0.31730340E-005
    0.000000  0.10000004E+001  0.10200001E-004  0.33676659E-005
    0.000000  0.10000005E+001  0.10800002E-004  0.35616309E-005
    0.000000  0.10000005E+001  0.11400002E-004  0.37548907E-005
    0.000000  0.10000006E+001  0.12000002E-004  0.39474071E-005
    0.000000  0.10000006E+001  0.12600003E-004  0.41391418E-005
    0.000000  0.10000007E+001  0.13200003E-004  0.43300570E-005
    0.000000  0.10000007E+001  0.13800003E-004  0.45201149E-005
    0.000000  0.10000008E+001  0.14400004E-004  0.47092777E-005
    0.000000  0.10000009E+001  0.15000004E-004  0.48975081E-005
    0.000000  0.10000009E+001  0.15600005E-004  0.50847687E-005
    0.000000  0.10000010E+001  0.16200005E-004  0.52710226E-005
    0.000000  0.10000011E+001  0.16800006E-004  0.54562328E-005
    0.000000  0.10000012E+001  0.17400007E-004  0.56403626E-005
    0.000000  0.10000012E+001  0.18000007E-004  0.58233756E-005
    0.000000  0.10000013E+001  0.18600008E-004  0.60052356E-005
    0.000000  0.10000014E+001  0.19200009E-004  0.61859065E-005
    0.000000  0.10000015E+001  0.19800010E-004  0.63653526E-005
    0.000000  0.10000016E+001  0.20400011E-004  0.65435383E-005
    0.000000  0.10000017E+001  0.21000012E-004  0.67204284E-005
    0.000000  0.10000018E+001  0.21600013E-004  0.68959878E-005
    0.000000  0.10000019E+001  0.22200014E-004  0.70701818E-005
    0.000000  0.10000020E+001  0.22800015E-004  0.72429759E-005
    0.000000  0.10000021E+001  0.23400016E-004  0.74143358E-005
    0.000000  0.10000022E+001  0.24000017E-004  0.75842277E-005
    0.000000  0.10000023E+001  0.24600018E-004  0.77526179E-005
    0.000000  0.10000024E+001  0.25200020E-004  0.79194730E-005
    0.000000  0.10000025E+001  0.25800021E-004  0.80847600E-005
    0.000000  0.10000026E+001  0.26400023E-004  0.82484463E-005
    0.000000  0.10000028E+001  0.27000024E-004  0.84104993E-005
    0.000000  0.10000029E+001  0.27600026E-004  0.85708869E-005
    0.000000  0.10000030E+001  0.28200027E-004  0.87295776E-005
    0.000000  0.10000031E+001  0.28800029E-004  0.88865397E-005
    0.000000  0.10000032E+001  0.29400031E-004  0.90417423E-005
    0.000000  0.10000034E+001  0.30000033E-004  0.91951545E-005
    0.000000  0.10000035E+001  0.30600035E-004  0.93467461E-005
    0.000000  0.10000036E+001  0.31200036E-004  0.94964870E-005
    0.000000  0.10000038E+001  0.31800038E-004  0.96443475E-005
    0.000000  0.10000039E+001  0.32400041E-004  0.97902985E-005
    0.000000  0.10000040E+001  0.33000043E-004  0.99343109E-005
    0.000000  0.10000042E+001  0.33600045E-004  0.10076356E-004
    0.000000  0.10000043E+001  0.34200047E-004  0.10216406E-004
    0.000000  0.10000045E+001  0.34800050E-004  0.10354434E-004
    0.000000  0.10000046E+001  0.35400052E-004  0.10490411E-004
    0.000000  0.10000048E+001  0.36000054E-004  0.10624311E-004
    0.000000  0.10000049E+001  0.36600057E-004  0.10756107E-004
    0.000000  0.10000051E+001  0.37200060E-004  0.10885774E-004
    0.000000  0.10000052E+001  0.37800062E-004  0.11013285E-004
    0.000000  0.10000054E+001  0.38400065E-004  0.11138615E-004
    0.000000  0.10000055E+001  0.39000068E-004  0.11261740E-004
    0.000000  0.10000057E+001  0.39600071E-004  0.11382635E-004
    0.000000  0.10000059E+001  0.40200074E-004  0.11501276E-004
