# steps = 5000, dt =  2.00000E-13, zip = 1
    0.000000  0.10000000E+001  0.00000000E+000  0.00000000E+000
    0.000000  0.99999999E+000  0.59987626E-006  0.00000000E+000
    0.000000  0.99999996E+000  0.11990103E-005  0.00000000E+000
    0.000000  0.99999991E+000  0.17966609E-005  0.00000000E+000
    0.000000  0.99999983E+000  0.23920886E-005  0.00000000E+000
    0.000000  0.99999974E+000  0.29845566E-005  0.00000000E+000
    0.000000  0.99999962E+000  0.35733320E-005  0.00000000E+000
    0.000000  0.99999949E+000  0.41576863E-005  0.00000000E+000
    0.000000  0.99999933E+000  0.47368965E-005  0.00000000E+000
    0.000000  0.99999915E+000  0.53102460E-005  0.00000000E+000
    0.000000  0.99999896E+000  0.58770253E-005  0.00000000E+000
    0.000000  0.99999874E+000  0.64365333E-005  0.00000000E+000
    0.000000  0.99999850E+000  0.69880777E-005  0.00000000E+000
    0.000000  0.99999825E+000  0.75309760E-005  0.00000000E+000
    0.000000  0.99999797E+000  0.80645567E-005  0.00000000E+000
    0.000000  0.99999768E+000  0.85881595E-005  0.00000000E+000
    0.000000  0.99999737E+000  0.91011365E-005  0.00000000E+000
    0.000000  0.99999704E+000  0.96028532E-005  0.00000000E+000
    0.000000  0.99999669E+000  0.10092689E-004  0.00000000E+000
    0.000000  0.99999633E+000  0.10570037E-004  0.00000000E+000
    0.000000  0.99999595E+000  0.11034308E-004  0.00000000E+000
    0.000000  0.99999555E+000  0.11484926E-004  0.00000000E+000
    0.000000  0.99999514E+000  0.11921334E-004  0.00000000E+000
    0.000000  0.99999472E+000  0.12342993E-004  0.00000000E+000
    0.000000  0.99999427E+000  0.12749381E-004  0.00000000E+000
    0.000000  0.99999382E+000  0.13139994E-004  0.00000000E+000
    0.000000  0.99999335E+000  0.13514350E-004  0.00000000E+000
    0.000000  0.99999287E+000  0.13871985E-004  0.00000000E+000
    0.000000  0.99999237E+000  0.14212457E-004  0.00000000E+000
    0.000000  0.99999187E+000  0.14535345E-004  0.00000000E+000
    0.000000  0.99999135E+000  0.14840249E-004  0.00000000E+000
    0.000000  0.99999082E+000  0.15126791E-004  0.00000000E+000
    0.000000  0.99999029E+000  0.15394618E-004  0.00000000E+000
    0.000000  0.99998974E+000  0.15643398E-004  0.00000000E+000
    0.000000  0.99998919E+000  0.15872823E-004  0.00000000E+000
    0.000000  0.99998863E+000  0.16082610E-004  0.00000000E+000
    0.000000  0.99998806E+000  0.16272498E-004  0.00000000E+000
    0.000000  0.99998748E+000  0.16442253E-004  0.00000000E+000
    0.000000  0.99998690E+000  0.16591665E-004  0.00000000E+000
    0.000000  0.99998631E+000  0.16720549E-004  0.00000000E+000
    0.000000  0.99998572E+000  0.16828745E-004  0.00000000E+000
    0.000000  0.99998513E+000  0.16916120E-004  0.00000000E+000
    0.000000  0.99998453E+000  0.16982566E-004  0.00000000E+000
    0.000000  0.99998394E+000  0.17027999E-004  0.00000000E+000
    0.000000  0.99998334E+000  0.17052365E-004  0.00000000E+000
    0.000000  0.99998274E+000  0.17055633E-004  0.00000000E+000
    0.000000  0.99998214E+000  0.17037799E-004  0.00000000E+000
    0.000000  0.99998154E+000  0.16998884E-004  0.00000000E+000
    0.000000  0.99998094E+000  0.16938938E-004  0.00000000E+000
    0.000000  0.99998035E+000  0.16858034E-004  0.00000000E+000
    0.000000  0.99997975E+000  0.16756272E-004  0.00000000E+000
    0.000000  0.99997917E+000  0.16633779E-004  0.00000000E+000
    0.000000  0.99997858E+000  0.16490705E-004  0.00000000E+000
    0.000000  0.99997801E+000  0.16327228E-004  0.00000000E+000
